_id,latitude,longitude,icon,labels,title
ObjectID(52017e5dfa747515a7000011),51.38854,-2.3648919,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER ST MARYS SCHOOL"
ObjectID(52017e5dfa747515a7000012),51.323056,-2.46774,"small_red","nlud-pdl-2009 hca ukgov brownfield","WELLS ROAD"
ObjectID(52017e5dfa747515a7000013),51.383399,-2.3893655,"small_red","nlud-pdl-2009 hca ukgov brownfield","LOWER BRISTOL ROAD AND UPPER BRISTOL ROAD"
ObjectID(52017e5dfa747515a7000014),51.355374,-2.6303904,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER RADFORD RETAIL SYSTEMS SITE"
ObjectID(52017e5dfa747515a7000015),51.401217,-2.4552689,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND REAR OF"
ObjectID(52017e5dfa747515a7000016),51.302852,-2.4563171,"small_red","nlud-pdl-2009 hca ukgov brownfield","OLD PIT YARD ACCESS ROAD TO WORKS"
ObjectID(52017e5dfa747515a7000017),51.307567,-2.5015823,"small_red","nlud-pdl-2009 hca ukgov brownfield","PAULTON BUILDERS MERCHANT"
ObjectID(52017e5dfa747515a7000018),51.307674,-2.5019421,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","LAND AT"
ObjectID(52017e5dfa747515a7000019),51.381247,-2.3874792,"small_red","nlud-pdl-2009 hca ukgov brownfield","LOWER BRISTOL ROAD"
ObjectID(52017e5dfa747515a700001a),51.383261,-2.3592888,"small_red","nlud-pdl-2009 hca ukgov brownfield","PODIUM AND HILTON"
ObjectID(52017e5dfa747515a700001b),51.295251,-2.4500603,"small_red","nlud-pdl-2009 hca ukgov brownfield","COOMBEND"
ObjectID(52017e5dfa747515a700001c),51.291184,-2.4779277,"small_red","nlud-pdl-2009 hca ukgov brownfield","WELTON BAG FACTORY"
ObjectID(52017e5dfa747515a700001d),51.374031,-2.3863408,"small_red","nlud-pdl-2009 hca ukgov brownfield","LYMORE YARD, ODDS DOWN"
ObjectID(52017e5dfa747515a700001e),51.383659,-2.370371,"small_red","nlud-pdl-2009 hca ukgov brownfield","SMILES STORES, ST GEORGES PLACE"
ObjectID(52017e5dfa747515a700001f),51.300521,-2.4924115,"small_red","nlud-pdl-2009 hca ukgov brownfield","HITHER HAYES DAIRY"
ObjectID(52017e5dfa747515a7000020),51.371335,-2.3857147,"small_red","nlud-pdl-2009 hca ukgov brownfield","88"
ObjectID(52017e5dfa747515a7000021),51.398803,-2.3916237,"small_red","nlud-pdl-2009 hca ukgov brownfield","HOLCOMBE GREEN"
ObjectID(52017e5dfa747515a7000022),51.40893,-2.5123673,"small_red","nlud-pdl-2009 hca ukgov brownfield","LAND AT"
ObjectID(52017e5dfa747515a7000023),51.401245,-2.4927598,"small_red","nlud-pdl-2009 hca ukgov brownfield","130 FAIRHOLM MANOR"
ObjectID(52017e5dfa747515a7000024),51.292194,-2.4453695,"small_red","nlud-pdl-2009 hca ukgov brownfield","BUILDER'S YARD"
ObjectID(52017e5dfa747515a7000025),51.397891,-2.3876056,"small_red","nlud-pdl-2009 hca ukgov brownfield","PROPERTY AT THE REAR OF 52 (i)"
ObjectID(52017e5dfa747515a7000026),51.397891,-2.3876056,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","LAND AT"
ObjectID(52017e5dfa747515a7000027),51.384123,-2.3597985,"small_red","nlud-pdl-2009 hca ukgov brownfield","WALCOT STREET"
ObjectID(52017e5dfa747515a7000028),51.397421,-2.3420217,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","GLOUCESTER ROAD"
ObjectID(52017e5dfa747515a7000029),51.404897,-2.373231,"small_red","nlud-pdl-2009 hca ukgov brownfield","LANDSDOWN TELEPHONE EXCHANGE"
ObjectID(52017e5dfa747515a700002a),51.413059,-2.4971718,"small_red","nlud-pdl-2009 hca ukgov brownfield","FORMER TEMPLE INFANT SCHOOL"
ObjectID(52017e5dfa747515a700002b),51.376086,-2.3735281,"small_red","nlud-pdl-2009 hca ukgov brownfield","UPPER OLDFIELD PARK"
ObjectID(52017e5dfa747515a700002c),51.382956,-2.3590565,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","TEMPLE JUNIOR SCHOOL"
ObjectID(52017e5dfa747515a700002d),51.407263,-2.5026728,"small_red","nlud-pdl-2009 hca ukgov brownfield","AMBERLEY CLOSE"
ObjectID(52017e5dfa747515a700002e),51.295315,-2.4450268,"small_red","nlud-pdl-2009 hca ukgov brownfield","RADSTOCK COUNTY INFANTS"
ObjectID(52017e5dfa747515a700002f),51.463922,-2.5890748,"small_red","nlud-pdl-2009 hca ukgov brownfield","104 to 106"
ObjectID(52017e5dfa747515a7000030),51.454629,-2.5916609,"small_red","nlud-pdl-2009 hca ukgov brownfield","Norwich Union House and adjacent land"
ObjectID(52017e5dfa747515a7000031),51.466012,-2.5736409,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land and buildings at"
ObjectID(52017e5dfa747515a7000032),51.46226,-2.5868367,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land between"
ObjectID(52017e5dfa747515a7000033),51.462797,-2.5445091,"small_red","nlud-pdl-2009 hca ukgov brownfield","Soaphouse Industrial Estate"
ObjectID(52017e5dfa747515a7000034),51.456145,-2.609887,"small_red","nlud-pdl-2009 hca ukgov brownfield","Pro Cathedral"
ObjectID(52017e5dfa747515a7000035),51.454937,-2.5859656,"small_red","nlud-pdl-2009 hca ukgov brownfield","Central Ambulance Station"
ObjectID(52017e5dfa747515a7000036),51.449088,-2.5885529,"small_red","nlud-pdl-2009 hca ukgov brownfield","Highways land and surface car park"
ObjectID(52017e5dfa747515a7000037),51.44449,-2.5838605,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land At Templegate Park"
ObjectID(52017e5dfa747515a7000038),51.494811,-2.6875692,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Robin Cousins Sports Centre"
ObjectID(52017e5dfa747515a7000039),51.448159,-2.6084423,"small_red","nlud-pdl-2009 hca ukgov brownfield","McArthurs Warehouse"
ObjectID(52017e5dfa747515a700003a),51.450959,-2.5811368,"small_red","nlud-pdl-2009 hca ukgov brownfield","Temple Quay - Plot 3"
ObjectID(52017e5dfa747515a700003b),51.414657,-2.5979172,"small_red","nlud-pdl-2009 hca ukgov brownfield","Imperial Park"
ObjectID(52017e5dfa747515a700003c),51.42465,-2.5865704,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Hall, Former Service Station and land"
ObjectID(52017e5dfa747515a700003d),51.477002,-2.5293433,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Former Parnalls Site"
ObjectID(52017e5dfa747515a700003e),51.430368,-2.6182174,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Railway land to south of South Liberty Lane"
ObjectID(52017e5dfa747515a700003f),51.449373,-2.5783681,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former Post Office Sorting Depot"
ObjectID(52017e5dfa747515a7000040),51.449911,-2.5823036,"small_red","nlud-pdl-2009 hca ukgov brownfield","Car Parks"
ObjectID(52017e5dfa747515a7000041),51.451322,-2.5896465,"small_red","nlud-pdl-2009 hca ukgov brownfield","13-24 St Thomas Street, , Redcliff Street"
ObjectID(52017e5dfa747515a7000042),51.479192,-2.5418676,"small_red","nlud-pdl-2009 hca ukgov brownfield","Hendy's Yard"
ObjectID(52017e5dfa747515a7000043),51.448473,-2.5820838,"small_red","nlud-pdl-2009 hca ukgov brownfield","Collett House, Herbert House and Telephone Exchange"
ObjectID(52017e5dfa747515a7000044),51.459121,-2.5779732,"small_red","nlud-pdl-2009 hca ukgov brownfield","St Nicholas Of Tolentino"
ObjectID(52017e5dfa747515a7000045),51.42716,-2.5951031,"small_red","nlud-pdl-2009 hca ukgov brownfield","43 to 45"
ObjectID(52017e5dfa747515a7000046),51.428799,-2.6034239,"small_red","nlud-pdl-2009 hca ukgov brownfield","37"
ObjectID(52017e5dfa747515a7000047),51.453541,-2.5827096,"small_red","nlud-pdl-2009 hca ukgov brownfield","Guardian Royal Exchange"
ObjectID(52017e5dfa747515a7000048),51.452883,-2.5813628,"small_red","nlud-pdl-2009 hca ukgov brownfield","Temple Quay North"
ObjectID(52017e5dfa747515a7000049),51.451676,-2.5781238,"small_red","nlud-pdl-2009 hca ukgov brownfield","Temple Quay North"
ObjectID(52017e5dfa747515a700004a),51.431204,-2.6129639,"small_red","nlud-pdl-2009 hca ukgov brownfield","106"
ObjectID(52017e5dfa747515a700004b),51.457404,-2.5780379,"small_red","nlud-pdl-2009 hca ukgov brownfield","51a and 57"
ObjectID(52017e5dfa747515a700004c),51.433059,-2.6210733,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land at"
ObjectID(52017e5dfa747515a700004d),51.430025,-2.6251029,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land at"
ObjectID(52017e5dfa747515a700004e),51.431617,-2.6217154,"small_red","nlud-pdl-2009 hca ukgov brownfield","Site 1"
ObjectID(52017e5dfa747515a700004f),51.453685,-2.5846255,"small_red","nlud-pdl-2009 hca ukgov brownfield","Temple Way House"
ObjectID(52017e5dfa747515a7000050),51.452256,-2.5880755,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land adjacent to 101 Victoria Street"
ObjectID(52017e5dfa747515a7000051),51.460036,-2.5784598,"small_red","nlud-pdl-2009 hca ukgov brownfield","Globe House"
ObjectID(52017e5dfa747515a7000052),51.439424,-2.5971329,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former Pring and St Hill Ltd"
ObjectID(52017e5dfa747515a7000053),51.50943,-2.7074581,"small_red","nlud-pdl-2009 hca ukgov brownfield","Avonmouth Dock"
ObjectID(52017e5dfa747515a7000054),51.532801,-2.6781941,"small_red","nlud-pdl-2009 hca ukgov brownfield","Ravenstock MSG Ltd"
ObjectID(52017e5dfa747515a7000055),51.504726,-2.7001237,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Land at"
ObjectID(52017e5dfa747515a7000056),51.465618,-2.5152335,"small_red","nlud-pdl-2009 hca ukgov brownfield","1"
ObjectID(52017e5dfa747515a7000057),51.459655,-2.5828018,"small_red","nlud-pdl-2009 hca ukgov brownfield","Cabot Gate"
ObjectID(52017e5dfa747515a7000058),51.516117,-2.5891573,"small_red","nlud-pdl-2009 hca ukgov brownfield","Airbus UK"
ObjectID(52017e5dfa747515a7000059),51.462971,-2.609647,"small_red","nlud-pdl-2009 hca ukgov brownfield","42"
ObjectID(52017e5dfa747515a700005a),51.443655,-2.6321956,"small_red","nlud-pdl-2009 hca ukgov brownfield","University of the West of England"
ObjectID(52017e5dfa747515a700005b),51.515864,-2.674599,"small_red","nlud-pdl-2009 hca ukgov brownfield","Avonmouth Refuse Transfer Station"
ObjectID(52017e5dfa747515a700005c),51.4434,-2.6020481,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former ITO Factory"
ObjectID(52017e5dfa747515a700005d),51.486531,-2.5828853,"small_red","nlud-pdl-2009 hca ukgov brownfield","The Memorial Stadium"
ObjectID(52017e5dfa747515a700005e),51.45982,-2.5893675,"small_red","nlud-pdl-2009 hca ukgov brownfield","Barton House"
ObjectID(52017e5dfa747515a700005f),51.501768,-2.5926027,"small_red","nlud-pdl-2009 hca ukgov brownfield","19"
ObjectID(52017e5dfa747515a7000060),51.486534,-2.5912098,"small_red","nlud-pdl-2009 hca ukgov brownfield","Concorde Lodge"
ObjectID(52017e5dfa747515a7000061),51.458676,-2.5968948,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former Terrell Nurses Home, Bristol Royal Infirmary"
ObjectID(52017e5dfa747515a7000062),51.43021,-2.605255,"small_red","nlud-pdl-2009 hca ukgov brownfield","Locks Yard"
ObjectID(52017e5dfa747515a7000063),51.528731,-2.6761731,"small_red","nlud-pdl-2009 hca ukgov brownfield","Chittening Industrial Estate"
ObjectID(52017e5dfa747515a7000064),51.455297,-2.5505653,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former Weavers Mill"
ObjectID(52017e5dfa747515a7000065),51.457999,-2.5938202,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former Hill House and Artichoke pub"
ObjectID(52017e5dfa747515a7000066),51.471234,-2.6150121,"small_red","nlud-pdl-2009 hca ukgov brownfield","Redland House"
ObjectID(52017e5dfa747515a7000067),51.505119,-2.6961243,"small_red","nlud-pdl-2009 hca ukgov brownfield","ThirdWay Corner"
ObjectID(52017e5dfa747515a7000068),51.430096,-2.6013697,"small_red","nlud-pdl-2009 hca ukgov brownfield","Bray & Slaughter Ltd"
ObjectID(52017e5dfa747515a7000069),51.450003,-2.592522,"small_red","nlud-pdl-2009 hca ukgov brownfield","O & M Shed"
ObjectID(52017e5dfa747515a700006a),51.457131,-2.5983571,"small_red","nlud-pdl-2009 hca ukgov brownfield","Church of St Michael's on the Mount"
ObjectID(52017e5dfa747515a700006b),51.470267,-2.5621911,"small_red","nlud-pdl-2009 hca ukgov brownfield","Eastville Health Centre"
ObjectID(52017e5dfa747515a700006c),51.474841,-2.5920376,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former Bristol North Baths"
ObjectID(52017e5dfa747515a700006d),51.45581,-2.5911724,"small_red","nlud-pdl-2009 hca ukgov brownfield","33"
ObjectID(52017e5dfa747515a700006e),51.456557,-2.5820715,"small_red","nlud-pdl-2009 hca ukgov brownfield","16 Redcross Street & 32 Old Market Street"
ObjectID(52017e5dfa747515a700006f),51.531008,-2.6742462,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land east of Chittening Trading Estate"
ObjectID(52017e5dfa747515a7000070),51.45977,-2.5885608,"small_red","nlud-pdl-2009 hca ukgov brownfield","York House"
ObjectID(52017e5dfa747515a7000071),51.410298,-2.5831803,"small_red","nlud-pdl-2009 hca ukgov brownfield","Matthew Clark Brands Ltd"
ObjectID(52017e5dfa747515a7000072),51.452182,-2.5664301,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","34"
ObjectID(52017e5dfa747515a7000073),51.448883,-2.5917449,"small_red","nlud-pdl-2009 hca ukgov brownfield","Redcliffe Wharf"
ObjectID(52017e5dfa747515a7000074),51.507489,-2.6829908,"small_red","nlud-pdl-2009 hca ukgov brownfield","Access 18"
ObjectID(52017e5dfa747515a7000075),51.454797,-2.5631811,"small_red","nlud-pdl-2009 hca ukgov brownfield","204 - 222"
ObjectID(52017e5dfa747515a7000076),51.462043,-2.5246503,"small_red","nlud-pdl-2009 hca ukgov brownfield","87"
ObjectID(52017e5dfa747515a7000077),51.474045,-2.5673777,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Former Car Sales"
ObjectID(52017e5dfa747515a7000078),51.475361,-2.5342198,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Site off"
ObjectID(52017e5dfa747515a7000079),51.444038,-2.5752935,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Land at"
ObjectID(52017e5dfa747515a700007a),51.528647,-2.6796892,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Site off"
ObjectID(52017e5dfa747515a700007b),51.412176,-2.5942039,"small_red","nlud-pdl-2009 hca ukgov brownfield","Hawkfield Business Park"
ObjectID(52017e5dfa747515a700007c),51.450345,-2.5726961,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Fire damaged building"
ObjectID(52017e5dfa747515a700007d),51.49781,-2.6853094,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Former GKN Aerospace Premises"
ObjectID(52017e5dfa747515a700007e),51.433899,-2.6117484,"small_red","nlud-pdl-2009 hca ukgov brownfield","The Alphabet Zoo"
ObjectID(52017e5dfa747515a700007f),51.438528,-2.6034227,"small_red","nlud-pdl-2009 hca ukgov brownfield","64 - 70"
ObjectID(52017e5dfa747515a7000080),51.436709,-2.6058156,"small_red","nlud-pdl-2009 hca ukgov brownfield","140 - 146"
ObjectID(52017e5dfa747515a7000081),51.445192,-2.5962009,"small_red","nlud-pdl-2009 hca ukgov brownfield","45"
ObjectID(52017e5dfa747515a7000082),51.487472,-2.6723794,"small_red","nlud-pdl-2009 hca ukgov brownfield","Portway Day Centre"
ObjectID(52017e5dfa747515a7000083),51.452982,-2.5793924,"small_red","nlud-pdl-2009 hca ukgov brownfield","Site ND10"
ObjectID(52017e5dfa747515a7000084),51.455352,-2.5287761,"small_red","nlud-pdl-2009 hca ukgov brownfield","74"
ObjectID(52017e5dfa747515a7000085),51.463007,-2.5139805,"small_red","nlud-pdl-2009 hca ukgov brownfield","338"
ObjectID(52017e5dfa747515a7000086),51.441147,-2.5779477,"small_red","nlud-pdl-2009 hca ukgov brownfield","3 - 5"
ObjectID(52017e5dfa747515a7000087),51.44252,-2.5749003,"small_red","nlud-pdl-2009 hca ukgov brownfield","122"
ObjectID(52017e5dfa747515a7000088),51.510023,-2.6302754,"small_red","nlud-pdl-2009 hca ukgov brownfield","115 and 117"
ObjectID(52017e5dfa747515a7000089),51.467745,-2.5343323,"small_red","nlud-pdl-2009 hca ukgov brownfield","Speedwell Swimming Baths"
ObjectID(52017e5dfa747515a700008a),51.456891,-2.5798305,"small_red","nlud-pdl-2009 hca ukgov brownfield","5 - 11"
ObjectID(52017e5dfa747515a700008b),51.460394,-2.5373411,"small_red","nlud-pdl-2009 hca ukgov brownfield","Rock House"
ObjectID(52017e5dfa747515a700008c),51.487948,-2.6725737,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former Shirehampton Baths"
ObjectID(52017e5dfa747515a700008d),51.443576,-2.616626,"small_red","nlud-pdl-2009 hca ukgov brownfield","273"
ObjectID(52017e5dfa747515a700008e),51.47723,-2.5906718,"small_red","nlud-pdl-2009 hca ukgov brownfield","148 - 158"
ObjectID(52017e5dfa747515a700008f),51.413803,-2.572498,"small_red","nlud-pdl-2009 hca ukgov brownfield","Whitchurch District Centre"
ObjectID(52017e5dfa747515a7000090),51.435501,-2.6079863,"small_red","nlud-pdl-2009 hca ukgov brownfield","200-202"
ObjectID(52017e5dfa747515a7000091),51.435082,-2.5697143,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former library, petrol filling station and garage"
ObjectID(52017e5dfa747515a7000092),51.450513,-2.5912767,"small_red","nlud-pdl-2009 hca ukgov brownfield","Huller House & Cheese Warehouse"
ObjectID(52017e5dfa747515a7000093),51.511652,-2.6008871,"small_red","nlud-pdl-2009 hca ukgov brownfield","235 - 241"
ObjectID(52017e5dfa747515a7000094),51.499418,-2.6946544,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former Avonmouth Bus Depot"
ObjectID(52017e5dfa747515a7000095),51.440159,-2.611458,"small_red","nlud-pdl-2009 hca ukgov brownfield","The Luckwell Club"
ObjectID(52017e5dfa747515a7000096),51.489394,-2.5654654,"small_red","nlud-pdl-2009 hca ukgov brownfield","31"
ObjectID(52017e5dfa747515a7000097),51.466593,-2.5781252,"small_red","nlud-pdl-2009 hca ukgov brownfield","17 - 29"
ObjectID(52017e5dfa747515a7000098),51.467817,-2.5922058,"small_red","nlud-pdl-2009 hca ukgov brownfield","Cheltenham Road Library"
ObjectID(52017e5dfa747515a7000099),51.47341,-2.5705086,"small_red","nlud-pdl-2009 hca ukgov brownfield","105"
ObjectID(52017e5dfa747515a700009a),51.470044,-2.5210133,"small_red","nlud-pdl-2009 hca ukgov brownfield","247"
ObjectID(52017e5dfa747515a700009b),51.44199,-2.5428083,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land west of Birchwood Road"
ObjectID(52017e5dfa747515a700009c),51.440491,-2.6235912,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former Mercedes Garage"
ObjectID(52017e5dfa747515a700009d),51.494387,-2.586918,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land and prefabricated dwellings"
ObjectID(52017e5dfa747515a700009e),51.45243,-2.5800474,"small_red","nlud-pdl-2009 hca ukgov brownfield","Plots ND2 - ND5"
ObjectID(52017e5dfa747515a700009f),51.461401,-2.5896757,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former Coroners Court and Lakota Club"
ObjectID(52017e5dfa747515a70000a0),51.462797,-2.5892907,"small_red","nlud-pdl-2009 hca ukgov brownfield","80"
ObjectID(52017e5dfa747515a70000a1),51.447608,-2.5932825,"small_red","nlud-pdl-2009 hca ukgov brownfield","Car park bounded by"
ObjectID(52017e5dfa747515a70000a2),51.434508,-2.5694482,"small_red","nlud-pdl-2009 hca ukgov brownfield","Broadwalk Shopping Centre"
ObjectID(52017e5dfa747515a70000a3),51.500851,-2.6583138,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land at"
ObjectID(52017e5dfa747515a70000a4),51.453459,-2.5340071,"small_red","nlud-pdl-2009 hca ukgov brownfield","106"
ObjectID(52017e5dfa747515a70000a5),51.433572,-2.609054,"small_red","nlud-pdl-2009 hca ukgov brownfield","66"
ObjectID(52017e5dfa747515a70000a6),51.4913,-2.6805738,"small_red","nlud-pdl-2009 hca ukgov brownfield","Twyford House"
ObjectID(52017e5dfa747515a70000a7),51.511344,-2.6013153,"small_red","nlud-pdl-2009 hca ukgov brownfield","231 - 233"
ObjectID(52017e5dfa747515a70000a8),51.476558,-2.6333273,"small_red","nlud-pdl-2009 hca ukgov brownfield","Woodlands Lodge"
ObjectID(52017e5dfa747515a70000a9),51.462726,-2.5165684,"small_red","nlud-pdl-2009 hca ukgov brownfield","288 - 290"
ObjectID(52017e5dfa747515a70000aa),51.465627,-2.5878444,"small_red","nlud-pdl-2009 hca ukgov brownfield","Picton Mews"
ObjectID(52017e5dfa747515a70000ab),51.422247,-2.5631978,"small_red","nlud-pdl-2009 hca ukgov brownfield","32 Petherton Road and 587"
ObjectID(52017e5dfa747515a70000ac),51.429431,-2.563243,"small_red","nlud-pdl-2009 hca ukgov brownfield","2A"
ObjectID(52017e5dfa747515a70000ad),51.442834,-2.5411205,"small_red","nlud-pdl-2009 hca ukgov brownfield","117"
ObjectID(52017e5dfa747515a70000ae),51.407792,-2.6227436,"small_red","nlud-pdl-2009 hca ukgov brownfield","5"
ObjectID(52017e5dfa747515a70000af),51.40863,-2.6309071,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land adjoining Prospect Place"
ObjectID(52017e5dfa747515a70000b0),51.416438,-2.62857,"small_red","nlud-pdl-2009 hca ukgov brownfield","104"
ObjectID(52017e5dfa747515a70000b1),51.443223,-2.5503049,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land at corner of"
ObjectID(52017e5dfa747515a70000b2),51.407211,-2.6204066,"small_red","nlud-pdl-2009 hca ukgov brownfield","Former Withywood Seniors Social Club"
ObjectID(52017e5dfa747515a70000b3),51.409486,-2.5782959,"small_red","nlud-pdl-2009 hca ukgov brownfield","Whitchurch Sports Centre"
ObjectID(52017e5dfa747515a70000b4),51.420692,-2.5850096,"small_red","nlud-pdl-2009 hca ukgov brownfield","Hangar Lane"
ObjectID(52017e5dfa747515a70000b5),51.495125,-2.5611429,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Former Lockleaze School"
ObjectID(52017e5dfa747515a70000b6),51.507765,-2.6134724,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Land st"
ObjectID(52017e5dfa747515a70000b7),51.457317,-2.5791882,"small_red","nlud-pdl-2009 hca ukgov brownfield","Land at SW junction of"
ObjectID(52017e5dfa747515a70000b8),51.447422,-2.5872076,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Taviners Buildings"
ObjectID(52017e5dfa747515a70000b9),51.445661,-2.601272,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Former Petrol Station"
ObjectID(52017e5dfa747515a70000ba),51.409369,-2.6032112,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Land at Whitehouse Primary School"
ObjectID(52017e5dfa747515a70000bb),51.445641,-2.6102794,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","171 - 178"
ObjectID(52017e5dfa747515a70000bc),51.446485,-2.5787058,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Former Diesel Depot"
ObjectID(52017e5dfa747515a70000bd),51.442839,-2.5722425,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Former Petrol Filling Station"
ObjectID(52017e5dfa747515a70000be),51.531195,-2.6698088,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Former Columbian Chemicals (Sevalco)"
ObjectID(52017e5dfa747515a70000bf),51.475542,-2.6481294,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Former Bristol and West Sports and Social Club"
ObjectID(52017e5dfa747515a70000c0),51.53271,-2.6674523,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","Former Columbian Chemicals (Sevalco)"
ObjectID(52017e5dfa747515a70000c1),51.536306,-2.406284,"measle_brown","nlud-pdl-2009 hca ukgov brownfield","HIGHWAYS AGENCY DEPOT"
ObjectID(52017e5dfa747515a70000c2),51.52467,-2.5815562,"small_red","nlud-pdl-2009 hca ukgov brownfield","NORTHFIELD"
ObjectID(52017e5dfa747515a70000c3),51.45718,-2.5100146,"small_red","nlud-pdl-2009 hca ukgov brownfield","SOUTH OF"
ObjectID(52017e5dfa747515a70000c4),51.442166,-2.5116602,"small_red","nlud-pdl-2009 hca ukgov brownfield","HANHAM HALL HOSPITAL"
